drug1,drug2,3pathssGSEA_sim,SMILES_sim,PPI_sim
BAY 61-3606,SN-38,0.208092515,0.261111111,4.07158E-81
OSI-930,Roscovitine,0.208038743,0.228813559,2.37561E-66
AZ628,Dasatinib,0.208035895,0.235714286,0.9
MK-2206,Vorinostat,0.208011208,0.113207547,0.9
Camptothecin,PHA-665752,0.207987126,0.324324324,9.20312E-87
FMK,STF-62247,0.207972873,0.228346457,4.17821E-91
AZD7762,QL-XII-47,0.207942431,0.207612457,1.45963E-71
IPA-3,QL-XII-47,0.207902286,0.099009901,1.21372E-77
BIRB 0796,GSK269962A,0.207897602,0.297468354,6.45759E-66
AR-42,XMD8-85,0.207895381,0.25,1.03567E-93
AICAR,Bosutinib,0.20789207,0.164948454,6.6267E-76
PI-103,Z-LLNle-CHO,0.2078225,0.168067227,8.4863E-133
NPK76-II-72-1,SB-505124,0.207808055,NA,5.718E-135
CAY10603,Epothilone B,0.207796543,0.227467811,NA
NG-25,Zibotentan; ZD4054,0.207792305,0.181818182,8.4863E-133
XL-184,YM155,0.207716006,0.148288973,5.88856E-69
Bicalutamide,XMD8-92,0.207644225,0.2265625,3.7128E-84
Olaparib,PAC-1,0.207640951,0.257281553,7.26706E-73
Cytarabine,QL-XII-47,0.207577343,0.126760563,4.35109E-68
KU-55933,ZM-447439,0.20757596,0.212927757,8.73939E-67
Crizotinib,OSI-930,0.20754677,0.227106227,0.9
AUY922,GSK1070916,0.207542259,0.181818182,7.96929E-70
MK-2206,TAK-715,0.207533241,0.280597015,6.45759E-66
AZ628,CP466722,0.207521402,0.156996587,1.8215E-118
Nilotinib,WZ3105,0.207505611,NA,1.18275E-67
681640,BI-2536,0.207446302,0.255905512,7.96929E-70
681640,ABT-869,0.207426612,0.25136612,6.45759E-66
CCT007093,FH535,0.207406667,0.121019108,6.2706E-132
GDC0941,PF-4708671,0.20736128,0.329365079,4.6334E-131
GSK1070916,ZM-447439,0.207360247,0.272727273,0.9
Gefitinib,rTRAIL,0.207340827,NA,NA
BX-795,Mitomycin C,0.207289267,0.166666667,1.7751E-108
Zibotentan; ZD4054,ZSTK474,0.207286463,0.194029851,4.07158E-81
ABT-888,KIN001-270,0.207271475,0.245614035,1.21372E-77
Etoposide,XAV 939,0.2072624,0.153024911,5.718E-135
CP724714,TGX221,0.207206114,0.232876712,3.4743E-97
QL-X-138,SB 216763,0.207199853,0.375586854,1.5147E-124
GSK690693,S-Trityl-L-cysteine,0.207175571,0.113879004,2.37561E-66
CHIR-99021,ZSTK474,0.207173532,0.232758621,3.21504E-67
17-AAG,Temsirolimus,0.207162528,0.458715596,0.9
NPK76-II-72-1,Ruxolitinib,0.2071472,NA,1.7045E-131
(5Z)-7-Oxozeaenol,AZD8055,0.207133371,0.215767635,3.21504E-67
Etoposide,GSK269962A,0.207127013,0.177710843,3.29924E-77
MK-2206,Z-LLNle-CHO,0.207124146,0.142361111,4.58196E-88
Midostaurin,NG-25,0.20709908,0.277777778,3.21504E-67
Cytarabine,YM201636,0.207094057,0.12345679,6.5301E-109
S-Trityl-L-cysteine,VX-11e,0.207075607,0.181415929,6.2706E-132
GW 441756,PXD101; Belinostat,0.207035515,0.222748815,1.45963E-71
17-AAG,JQ12,0.207028921,NA,6.80024E-86
Epothilone B,PFI-1,0.206967699,0.124463519,NA
Dabrafenib,PI-103,0.206962419,0.215909091,0.9
VX-11e,XL-880,0.206943218,0.263736264,1.45963E-71
FR-180204,KIN001-135,0.206900033,0.168874172,NA
CCT007093,GSK690693,0.206893759,0.121527778,2.16628E-69
AT-7519,SL 0101-1,0.206859226,0.144827586,6.45759E-66
Trametinib,Vinorelbine,0.206823581,0.239401496,6.45759E-66
PD-173074,Zibotentan; ZD4054,0.20672797,0.221854305,3.96768E-71
5-Fluorouracil,Gefitinib,0.206678795,0.117647059,0.9
EX-527,Olaparib,0.206671543,0.213953488,2.81526E-93
AT-7519,BMN-673,0.206626394,0.202492212,6.45759E-66
CAL-101,KIN001-266,0.206574276,0.261682243,2.6734E-73
QL-X-138,Y-39983,0.206559216,0.342696629,1.7045E-131
KIN001-270,TAK-715,0.206485453,0.362962963,4.46503E-78
NPK76-II-72-1,PIK-93,0.206481061,NA,2.3068E-132
A-443654,TAK-715,0.206470126,0.237037037,6.45759E-66
FMK,PF-562271,0.206466698,0.295454545,0.9
JW-7-24-1,SB590885,0.206465317,NA,1.7045E-131
BMS-509744,Gefitinib,0.206345323,0.189781022,2.37561E-66
CP466722,VX-680,0.206303557,0.235294118,5.15632E-95
AR-42,JQ1,0.206260525,0.138613861,1.60068E-68
GW 441756,Zibotentan; ZD4054,0.206241213,0.205298013,1.6186E-111
BIRB 0796,THZ-2-102-1,0.206216761,NA,1.45963E-71
A-443654,SNX-2112,0.206209331,0.237931034,3.38564E-87
Dasatinib,QL-XII-47,0.206151983,0.273615635,1.60068E-68
KIN001-260,WZ3105,0.206127116,NA,NA
JNK Inhibitor VIII,SGC0946,0.206123462,0.253205128,3.96768E-71
CCT018159,QL-VIII-58,0.206114584,NA,1.8969E-95
CGP-60474,FTI-277,0.206099417,0.259803922,3.21504E-67
Epothilone B,KIN001-055,0.205965912,0.120772947,NA
JQ12,WZ3105,0.205953735,NA,7.96929E-70
A-770041,PF-562271,0.205950473,0.308988764,0.9
ABT-869,Ruxolitinib,0.205838128,0.198019802,3.61805E-74
Pyrimethamine,Roscovitine,0.205811663,0.279792746,2.341E-99
BMS-708163,MPS-1-IN-1,0.205794769,0.194539249,NA
CMK,PAC-1,0.205790873,0.139194139,NA
Paclitaxel,RDEA119,0.205772544,0.158844765,2.37561E-66
AC220,PHA-793887,0.205744885,0.212962963,1.97539E-72
UNC0638,Vismodegib,0.205740498,0.228448276,6.2706E-132
GSK269962A,NPK76-II-72-1,0.205709866,NA,1.1485E-133
Mitomycin C,QS11,0.205695871,0.187943262,2.3068E-132
OSI-027,QL-XI-92,0.205690803,NA,4.8965E-75
BX-795,Vinorelbine,0.205644552,0.22,6.45759E-66
Lapatinib,PHA-793887,0.205638057,0.169381107,0.9
Camptothecin,Imatinib,0.205633048,0.221212121,6.45759E-66
Elesclomol,XL-880,0.205620973,0.18579235,3.81003E-94
HG-5-113-01,rTRAIL,0.205600298,NA,NA
NSC-207895,Vorinostat,0.205591353,0.24822695,3.96768E-71
AS605240,CP466722,0.20557093,0.176470588,2.3068E-132
PLX4720,Vismodegib,0.20556223,0.276315789,6.45759E-66
CH5424802,NVP-BEZ235,0.205542716,0.313636364,1.07853E-70
IOX2,XMD15-27,0.205491732,NA,NA
FH535,UNC0638,0.205475458,0.125560538,1.45963E-71
AP-24534,ZSTK474,0.205454357,0.22,0.9
IPA-3,NSC-207895,0.205431488,0.111888112,3.29924E-77
BMS-708163,WH-4-023,0.205321633,0.16722408,7.45737E-83
BI-2536,Nutlin-3a,0.205303095,0.301369863,3.4743E-97
ABT-888,XL-880,0.20529935,0.229268293,2.93174E-70
PHA-665752,ZSTK474,0.205279082,0.169934641,6.5301E-109
AMG-706,Vinorelbine,0.205241859,0.295652174,6.45759E-66
CAL-101,S-Trityl-L-cysteine,0.205219214,0.155737705,5.88856E-69
BMS-708163,Dasatinib,0.205110648,0.204892966,2.93174E-70
GW 441756,SB52334,0.205041543,0.253218884,NA
Dabrafenib,Olaparib,0.205026482,0.166666667,0.9
Cetuximab,VX-680,0.205025366,0.228310502,8.73939E-67
BIRB 0796,VX-11e,0.2050191,0.245098039,3.29924E-77
BMN-673,PF-4708671,0.205011994,0.151975684,3.7128E-84
BMS-509744,Crizotinib,0.20496758,0.209836066,6.45759E-66
SN-38,UNC0638,0.204964636,0.222543353,1.07853E-70
ABT-869,PF-562271,0.204878431,0.214285714,0.9
PF-562271,QL-X-138,0.204852726,0.291512915,0.9
(5Z)-7-Oxozeaenol,QL-X-138,0.204846428,0.186666667,2.37561E-66
Dabrafenib,KIN001-236,0.204767499,NA,NA
Lapatinib,XMD15-27,0.20475623,NA,NA
MPS-1-IN-1,SL 0101-1,0.204742082,0.171974522,NA
AR-42,Obatoclax Mesylate,0.204618724,0.11969112,6.45759E-66
GSK429286A,SB52334,0.204612939,0.20242915,NA
CAY10603,piperlongumine,0.204587457,0.186602871,5.88856E-69
AICAR,TGX221,0.204505333,0.151335312,1.49785E-81
CCT018159,Lapatinib,0.204490291,0.181818182,0.9
BMN-673,Sunitinib,0.204417783,0.218579235,0.9
QS11,XMD15-27,0.20438811,NA,NA
CHIR-99021,Pazopanib,0.204383895,0.260869565,0.9
AZD7762,NPK76-II-72-1,0.204372524,NA,4.2251E-134
GSK2126458,KU-55933,0.204352878,0.16442953,5.88856E-69
(5Z)-7-Oxozeaenol,NSC-207895,0.204349076,0.11682243,4.8965E-75
GSK2126458,SB52334,0.204317376,0.245967742,NA
LAQ824,Lenalidomide,0.204299834,0.266666667,3.1682E-100
XMD13-2,YM155,0.204286058,NA,NA
GSK690693,LFM-A13,0.204267386,0.129692833,4.35109E-68
NU-7441,Y-39983,0.204223685,0.182222222,1.97539E-72
Cytarabine,NPK76-II-72-1,0.204190693,NA,4.46503E-78
VX-680,Zibotentan; ZD4054,0.204105718,0.174454829,5.65459E-92
Etoposide,QL-XI-92,0.204083361,NA,3.0873E-90
Embelin,KIN001-260,0.204052908,0.174603175,NA
AC220,Ruxolitinib,0.204033999,0.236065574,1.7045E-131
GW843682X,Vorinostat,0.204018018,0.12295082,6.45759E-66
GW843682X,Parthenolide,0.204008961,0.101503759,8.73939E-67
QL-X-138,Tubastatin A,0.203935257,0.231707317,3.4743E-97
ABT-263,XMD13-2,0.203893941,NA,NA
AZ628,KIN001-266,0.203893885,0.256809339,8.4863E-133
Bortezomib,KIN001-244,0.203772966,0.212355212,1.36586E-84
AZD6244,MLN4924,0.20376435,0.282142857,7.96929E-70
OSI-930,SB52334,0.203746133,0.2,NA
EHT 1864,XMD11-85h,0.203746068,NA,8.73939E-67
Docetaxel,GW843682X,0.203700967,0.201834862,0.9
GSK690693,rTRAIL,0.203576775,NA,NA
GSK-1904529A,GW843682X,0.203552376,0.262755102,7.96929E-70
SB-715992,Vorinostat,0.203548165,0.203389831,3.00852E-80
PHA-665752,QL-XI-92,0.203541011,NA,3.00852E-80
JQ1,STF-62247,0.20344417,0.164634146,2.6734E-73
BX-912,DMOG,0.203443696,0.091428571,6.2706E-132
AP-24534,GW 441756,0.203389707,0.264492754,9.83489E-74
Erlotinib,Lenalidomide,0.203367479,0.17989418,1.45963E-71
piperlongumine,ZM-447439,0.203363556,0.230769231,2.16628E-69
Axitinib,JNJ-26854165,0.203335478,0.234972678,6.2706E-132
AUY922,BIX02189,0.203298608,0.305970149,6.6267E-76
(5Z)-7-Oxozeaenol,Salubrinal,0.20328276,0.1875,1.7045E-131
DMOG,PFI-1,0.2032195,0.109677419,1.1786E-143
PIK-93,QL-VIII-58,0.20321859,NA,4.6334E-131
AR-42,NSC-87877,0.203203792,0.168627451,9.44413E-97
CP466722,IOX2,0.20319244,0.142857143,6.20101E-89
Methotrexate,Vismodegib,0.203109614,0.275720165,3.21504E-67
XMD11-85h,Zibotentan; ZD4054,0.203079633,NA,9.20312E-87
MK-2206,Paclitaxel,0.203018938,0.206489676,0.9
BAY 61-3606,KU-55933,0.202980999,0.206896552,6.6267E-76
GSK1070916,Pazopanib,0.202980708,0.287356322,0.9
TGX221,XL-184,0.202960988,0.221343874,4.35109E-68
AG-014699,AP-24534,0.202957493,0.319230769,2.37561E-66
CGP-082996,IPA-3,0.202920054,0.13836478,1.40163E-94
5-Fluorouracil,PF-4708671,0.202873046,0.113772455,7.96929E-70
Embelin,HG-5-113-01,0.202864691,NA,1.7045E-131
TL-1-85,TL-2-105,0.202843208,NA,NA
Crizotinib,KIN001-260,0.202842195,0.155844156,NA
ATRA,CH5424802,0.202808624,0.071794872,8.73939E-67
FR-180204,JQ1,0.202796144,0.173913043,4.58196E-88
CI-1040,XMD15-27,0.202788208,NA,NA
Cisplatin,Olaparib,0.202756246,0.006944444,0.9
Masitinib,VX-702,0.202731438,0.404166667,2.16628E-69
JNJ-26854165,Pyrimethamine,0.202684032,0.258278146,1.1485E-133
AZD-0530,PIK-93,0.202683405,0.176870748,2.37561E-66
CI-1040,NPK76-II-72-1,0.202676917,NA,9.3064E-130
BMS-509744,Erlotinib,0.202646444,0.188976378,0.9
ABT-888,Olaparib,0.202615604,0.242574257,0.9
AZD8055,GSK2126458,0.202591507,0.241992883,0.9
BX-795,OSI-027,0.20257183,0.169354839,3.21504E-67
CP466722,VX-11e,0.202571797,0.234042553,1.8215E-118
BIRB 0796,TL-1-85,0.202566403,NA,NA
KIN001-270,ZM-447439,0.202553697,0.438053097,4.46503E-78
681640,BMS-708163,0.202511374,0.229249012,3.21504E-67
Doxorubicin,EX-527,0.202436456,0.224,3.21504E-67
Doxorubicin,VX-702,0.202377975,0.17114094,0.9
AUY922,THZ-2-49,0.202343211,NA,3.29924E-77
Elesclomol,PHA-665752,0.202320553,0.171003717,4.07158E-81
AG-014699,GSK-650394,0.20229898,0.345,6.45759E-66
HG-6-64-1,Lapatinib,0.202287619,0.307692308,0.9
Masitinib,Salubrinal,0.20220825,0.204819277,1.7045E-131
5-Fluorouracil,CCT007093,0.202175083,0.132231405,3.21504E-67
UNC0638,XAV 939,0.202123576,0.158671587,6.2706E-132
NSC-87877,XAV 939,0.202114708,0.165137615,1.1485E-133
Bosutinib,S-Trityl-L-cysteine,0.20210464,0.161290323,1.18275E-67
JQ1,SN-38,0.202080263,0.240184758,6.45759E-66
CP466722,FTI-277,0.202078558,0.142857143,4.2251E-134
Mitomycin C,NG-25,0.202075646,0.147260274,2.7742E-126
Paclitaxel,Sorafenib,0.202064306,0.19844358,0.9
Cytarabine,SN-38,0.202040191,0.214705882,8.73939E-67
AZD6482,KIN001-135,0.201948848,0.184573003,NA
A-443654,IOX2,0.201889074,0.161157025,2.6734E-73
JNK-9L,Nutlin-3a,0.201851289,0.156441718,NA
Roscovitine,VX-680,0.201808492,0.302040816,7.26706E-73
Epothilone B,UNC0638,0.20178262,0.163179916,NA
BMS-509744,QL-XII-61,0.201775247,NA,4.6334E-131
IOX2,NPK76-II-72-1,0.201772809,NA,1.1655E-100
AKT inhibitor VIII,Temozolomide,0.201710712,0.208178439,3.96768E-71
TW 37,VX-11e,0.201709814,0.244360902,0.9
QL-X-138,SNX-2112,0.201659682,0.256055363,1.7045E-131
NSC-207895,TL-2-105,0.201592012,NA,NA
Crizotinib,Phenformin,0.201564796,0.128571429,0.9
KIN001-135,SN-38,0.201527468,0.218592965,NA
(5Z)-7-Oxozeaenol,SB52334,0.201515148,0.124444444,NA
BI-2536,GW 441756,0.201513469,0.26618705,2.6734E-73
HG-5-113-01,SN-38,0.201329671,NA,8.4863E-133
RDEA119,TAK-715,0.201184415,0.204946996,8.73939E-67
681640,Cetuximab,0.201176431,0.205405405,0.9
MK-2206,PIK-93,0.201134724,0.182080925,2.93174E-70
(5Z)-7-Oxozeaenol,piperlongumine,0.201096968,0.341772152,8.39216E-90
AZD6244,AZD7762,0.20109671,0.207746479,1.18275E-67
Embelin,Vinblastine,0.201082518,0.124600639,6.45759E-66
IOX2,NVP-BEZ235,0.201067644,0.185520362,2.08021E-92
Etoposide,SB-505124,0.200910463,0.246963563,8.0587E-113
AR-42,BMS-509744,0.200852858,0.198156682,4.3999E-111
BMS-345541,CP466722,0.200837634,0.217898833,6.2706E-132
JNJ-26854165,VX-11e,0.200779424,0.223628692,4.2251E-134
Bosutinib,BX-912,0.200732493,0.216,4.35109E-68
DMOG,SB590885,0.20071086,0.087378641,4.2251E-134
Bosutinib,GSK-1904529A,0.200692025,0.263929619,1.8969E-95
FTI-277,piperlongumine,0.200669283,0.2,6.6267E-76
AZD6244,CAY10603,0.200615918,0.234200743,4.35109E-68
CH5424802,XL-880,0.200603606,0.341991342,1.68561E-88
FR-180204,Masitinib,0.200590303,0.264,8.0587E-113
CEP-701,Vorinostat,0.20057096,0.168367347,8.73939E-67
HG-5-113-01,XL-880,0.200553217,NA,2.93174E-70
AG-014699,Lapatinib,0.20045026,0.261484099,6.45759E-66
BX-912,RDEA119,0.200432149,0.162162162,1.60068E-68
ABT-888,OSI-027,0.200421705,0.13622291,1.33101E-74
ABT-888,QL-XII-61,0.200416957,NA,5.15632E-95
AV-951,Zibotentan; ZD4054,0.200415938,0.178451178,9.20312E-87
JNJ-26854165,OSI-930,0.20037252,0.308988764,2.6734E-73
Sunitinib,WZ3105,0.20037016,NA,0.9
JQ1,XMD8-92,0.200369396,0.236914601,1.18275E-67
OSI-930,YK 4-279,0.200355361,0.282051282,NA
BMN-673,PIK-93,0.200339059,0.138297872,2.93174E-70
MK-2206,Ruxolitinib,0.200332079,0.170807453,0.9
BMS-345541,Tipifarnib,0.200331299,0.225225225,2.93174E-70
CAY10603,QL-XII-61,0.200309482,NA,3.4743E-97
BIRB 0796,Pazopanib,0.200301249,0.28515625,0.9
AZD-0530,CI-1040,0.200279737,0.205645161,0.9
GW-2580,VX-702,0.200269058,0.192139738,6.45759E-66
KIN001-236,SNX-2112,0.20026852,NA,NA
BMS-708163,GSK2126458,0.200260816,0.23630137,2.16628E-69
Midostaurin,Pyrimethamine,0.200256499,0.158914729,3.96768E-71
rTRAIL,XMD11-85h,0.200256221,NA,NA
A-770041,STF-62247,0.200227301,0.222580645,1.196E-110
Pazopanib,VX-702,0.200213486,0.268292683,6.45759E-66
GW-2580,HG-6-64-1,0.200171756,0.257777778,1.27812E-97
Pyrimethamine,QL-XII-61,0.200127985,NA,3.1219E-133
GSK-650394,NVP-BHG712,0.200015946,0.234375,6.04277E-79
AZD7762,PXD101; Belinostat,0.199966744,0.166666667,1.60068E-68
Roscovitine,THZ-2-102-1,0.199924804,NA,0.9
CGP-082996,PHA-793887,0.199868226,0.248945148,0.9
AZD6244,VX-11e,0.199866036,0.283276451,0.9
AZD8055,KIN001-260,0.199855608,0.190812721,NA
GDC0941,JW-7-24-1,0.199838238,NA,5.718E-135
JNK-9L,NVP-TAE684,0.199777151,0.285714286,NA
XMD13-2,Zibotentan; ZD4054,0.199763721,NA,NA
AZD7762,Rapamycin,0.199754089,0.087179487,3.21504E-67
Gefitinib,Nutlin-3a,0.199721051,0.21299639,5.65459E-92
MPS-1-IN-1,OSI-906,0.199660907,0.278884462,NA
XMD8-85,YM201636,0.199634521,0.300653595,1.80132E-75
CGP-60474,VX-11e,0.199624445,0.434210526,5.88856E-69
Obatoclax Mesylate,piperlongumine,0.199580269,0.163424125,1.97539E-72
GSK429286A,NVP-TAE684,0.19955246,0.242647059,2.08021E-92
ABT-888,XMD14-99,0.199544373,NA,1.0906E-113
BMN-673,Obatoclax Mesylate,0.199535417,0.230769231,3.21504E-67
KIN001-244,Tubastatin A,0.199518558,0.2,1.13576E-90
Parthenolide,PXD101; Belinostat,0.199517237,0.080246914,0.9
AC220,HG-5-113-01,0.199420549,NA,1.45963E-71
Bryostatin 1,PHA-665752,0.199372547,0.127725857,6.45759E-66
Olaparib,XMD13-2,0.19927448,NA,NA
FMK,JW-7-24-1,0.199195773,NA,1.24551E-87
IOX2,QL-XII-61,0.199148903,NA,1.5543E-134
KIN001-266,NVP-BEZ235,0.199119474,0.336206897,1.64259E-78
MS-275,SB52334,0.199103973,0.19138756,NA
Axitinib,Cetuximab,0.199064912,0.182741117,2.6734E-73
BX-912,GSK269962A,0.199037915,0.254901961,5.36967E-72
CGP-082996,SNX-2112,0.1990181,0.293478261,7.7385E-136
GDC0941,GSK690693,0.199008562,0.267955801,2.43783E-76
BI-2536,HG-6-64-1,0.199000785,0.310469314,1.40163E-94
AS605240,CEP-701,0.198981123,0.248908297,0.9
NVP-BEZ235,Parthenolide,0.198952149,0.092896175,2.81526E-93
AC220,QL-XI-92,0.198918117,NA,1.64259E-78
CGP-082996,Dabrafenib,0.198916007,0.220447284,1.18275E-67
ABT-869,UNC0638,0.198895364,0.195238095,1.7045E-131
JNJ-26854165,PD-0332991,0.198845045,0.269565217,6.2706E-132
Epothilone B,T0901317,0.198824846,0.114832536,NA
FH535,WH-4-023,0.198769714,0.131355932,4.07158E-81
AZD6244,ZSTK474,0.198748407,0.243589744,0.9
Genentech Cpd 10,Olaparib,0.198700843,NA,2.16628E-69
PF-4708671,TW 37,0.198674631,0.165898618,5.8027E-102
A-443654,JQ1,0.198667243,0.208955224,3.21504E-67
AR-42,Bortezomib,0.19864693,0.315151515,4.35109E-68
Erlotinib,Tubastatin A,0.198620095,0.165975104,0.9
JQ1,SB-715992,0.198534007,0.194285714,6.6267E-76
KIN001-244,Sunitinib,0.198509471,0.294736842,1.36586E-84
HG-5-88-01,Salubrinal,0.198504139,NA,8.4863E-133
Camptothecin,Cetuximab,0.198457515,0.194444444,6.45759E-66
A-770041,EX-527,0.198441801,0.225806452,1.10677E-80
KIN001-236,ZM-447439,0.19843368,NA,NA
Doxorubicin,KIN001-135,0.198392744,0.201807229,NA
Gefitinib,KIN001-236,0.198333359,NA,NA
KU-55933,TGX221,0.198326011,0.242424242,2.43783E-76
CH5424802,Midostaurin,0.198291744,0.323636364,3.9098E-104
JW-7-24-1,KU-55933,0.198290535,NA,4.5151E-121
5-Fluorouracil,TPCA-1,0.19827921,0.130681818,8.73939E-67
PF-4708671,XMD14-99,0.198175287,NA,7.1611E-106
ABT-263,Obatoclax Mesylate,0.198143917,0.197831978,0.9
Crizotinib,Obatoclax Mesylate,0.198138031,0.173529412,1.18275E-67
Bexarotene,HG-5-113-01,0.19803176,NA,2.8468E-136
AZD6244,Pazopanib,0.197939182,0.265625,0.9
CP466722,CUDC-101,0.197937399,0.302583026,4.6334E-131
5-Fluorouracil,PD-0332991,0.1979224,0.112970711,2.37561E-66
Dasatinib,NVP-BEZ235,0.197917685,0.237918216,6.45759E-66
AZD6482,Bexarotene,0.197903412,0.178137652,7.45737E-83
PI-103,PLX4720,0.197857336,0.204946996,1.07853E-70
CGP-60474,STF-62247,0.197841139,0.404624277,2.93174E-70
Bexarotene,Nilotinib,0.197824482,0.140425532,4.8965E-75
FTI-277,WZ3105,0.197809561,NA,4.0122E-114
BMN-673,Masitinib,0.197809059,0.191135734,1.18275E-67
PF-4708671,Rapamycin,0.197707959,0.113333333,0.9
Obatoclax Mesylate,rTRAIL,0.197660542,NA,NA
rTRAIL,Shikonin,0.197641638,NA,NA
CGP-60474,NSC-87877,0.197599853,0.175257732,2.6734E-73
PD-173074,YM155,0.197502408,0.188741722,3.96768E-71
A-443654,Ruxolitinib,0.197464715,0.236842105,2.37561E-66
HG-6-64-1,MS-275,0.197443677,0.374407583,1.5543E-134
AMG-706,Cytarabine,0.19744198,0.112903226,0.9
GW 441756,MK-2206,0.197421285,0.248427673,0.9
Olaparib,Pyrimethamine,0.197396111,0.161904762,3.21504E-67
QL-XII-47,VX-680,0.197341518,0.311111111,1.0206E-126
IPA-3,Mitomycin C,0.197305093,0.080188679,2.1347E-102
PHA-665752,ZM-447439,0.197236123,0.241269841,0.9
JW-7-52-1,Vismodegib,0.197227563,0.310043668,2.22301E-79
AS605240,PXD101; Belinostat,0.197198781,0.26035503,3.96768E-71
HG-5-88-01,XMD14-99,0.197141327,NA,3.1219E-133
Nutlin-3a,Tipifarnib,0.196999911,0.222222222,2.3068E-132
AG-014699,CMK,0.196793692,0.287822878,NA
AS601245,CHIR-99021,0.196779107,0.330677291,NA
AZ628,KIN001-102,0.196755796,0.244813278,6.80024E-86
BMS-345541,NVP-BEZ235,0.19667562,0.290502793,3.21504E-67
GSK269962A,KIN001-244,0.196644365,0.274143302,2.9646E-113
TGX221,VX-702,0.196587015,0.163987138,6.6267E-76
CAY10603,GSK-650394,0.19657618,0.230769231,6.45759E-66
JW-7-24-1,PFI-1,0.196546363,NA,3.81003E-94
CP724714,Pazopanib,0.196543507,0.35371179,5.88856E-69
BI-2536,QL-XI-92,0.196541207,NA,1.5543E-134
AS605240,ZG-10,0.196535573,0.261682243,NA
CAL-101,Cisplatin,0.196522051,0.00456621,2.16628E-69
BX-795,Zibotentan; ZD4054,0.196440854,0.165644172,6.2706E-132
CCT018159,CP724714,0.196438743,0.24535316,4.6334E-131
Ruxolitinib,SB-715992,0.196437509,0.138996139,6.6267E-76
TG101348,THZ-2-49,0.19643695,NA,1.1485E-133
TPCA-1,VX-702,0.196398134,0.294372294,2.37561E-66
SL 0101-1,UNC0638,0.196340327,0.173913043,1.49785E-81
AZD6244,RO-3306,0.196321807,0.204861111,1.64259E-78
Crizotinib,Vinblastine,0.196299449,0.262337662,1.64259E-78
AUY922,CMK,0.196277729,0.140401146,NA
BMS-754807,PHA-793887,0.196274071,0.333333333,6.45759E-66
CP724714,Dabrafenib,0.196273085,0.206586826,1.18275E-67
AZD7762,CMK,0.196237879,0.182410423,NA
(5Z)-7-Oxozeaenol,ABT-263,0.196237058,0.228373702,0.9
A-443654,JW-7-52-1,0.196231699,0.275,1.7751E-108
QL-XII-47,XL-184,0.196190626,0.273127753,3.21504E-67
I-BET,QL-XII-47,0.196188178,0.237179487,1.97539E-72
BAY 61-3606,Zibotentan; ZD4054,0.196180544,0.271523179,2.1036E-135
BAY 61-3606,YM201636,0.19617549,0.391752577,3.1219E-133
Embelin,YM155,0.196174134,0.073275862,1.49785E-81
BIRB 0796,Vorinostat,0.196104743,0.172413793,2.37561E-66
BI-2536,KIN001-102,0.196097743,0.363984674,5.88856E-69
TPCA-1,Vismodegib,0.196063756,0.225225225,7.7385E-136
Phenformin,SB52334,0.195991537,0.141025641,NA
Bexarotene,SB 216763,0.195970647,0.194594595,2.37561E-66
SB52334,Vinblastine,0.19588085,0.189415042,NA
AZD8055,OSI-930,0.19587835,0.264,3.21504E-67
A-443654,LFM-A13,0.195860618,0.125628141,5.36967E-72
Bleomycin,Embelin,0.19583155,0.0775,1.97539E-72
5-Fluorouracil,681640,0.195815427,0.111111111,6.45759E-66
LFM-A13,MK-2206,0.195801183,0.111498258,5.36967E-72
OSU-03012,PHA-665752,0.195794863,0.216981132,4.70196E-98
LFM-A13,Tipifarnib,0.19578882,0.255102041,1.7045E-131
Roscovitine,Z-LLNle-CHO,0.195704721,0.16097561,8.0587E-113
JQ12,Roscovitine,0.195700892,NA,1.7045E-131
BIX02189,SB590885,0.195686539,0.234200743,2.74341E-83
Imatinib,WZ3105,0.19564134,NA,0.9
XL-880,Z-LLNle-CHO,0.195580917,0.185929648,2.6734E-73
NPK76-II-72-1,VX-11e,0.195579924,NA,1.1485E-133
NVP-BEZ235,Paclitaxel,0.195563058,0.184738956,0.9
Erlotinib,NG-25,0.19547447,0.375634518,0.9
MK-2206,PF-4708671,0.195472766,0.184210526,3.00852E-80
Bexarotene,JW-7-52-1,0.195471037,0.172413793,7.7385E-136
GW-2580,PI-103,0.195463815,0.270386266,6.45759E-66
EX-527,OSI-027,0.195433639,0.145896657,2.74341E-83
EKB-569,GSK-1904529A,0.195424538,0.278592375,1.7045E-131
Dasatinib,FR-180204,0.195400148,0.197278912,1.18275E-67
